Rom	Game Title (Optimized)	Recommended Emulator	Pi 3B+ (OC 1700)	FPS	Visuals	Audio	Controls	Notes
pclubys	[Adult] Puzzle Club (Yun Sung)	lr-fbneo	o	o	o	o	o	
pdrift	Power Drift	lr-fbneo	o	o	o	o	o	
peekaboo	[Adult] Peek-a-Boo	lr-fbneo	o	o	o	o	o	
peepshow	[Adult] Mahjong Focus	lr-mame	o	o	o	o	kb	
peggle	Peggle (Joystick)	lr-mame2016	o	o	o	o	o	
pegglet	Peggle (Trackball)	lr-mame2016	o	o	o	o	o	
penbros	Penguin Brothers	lr-fbneo	o	o	o	o	o	Clone: (ablast)
penfan	[Adult] Penfan Girls Step 1. Mild Mind	lr-fbneo	o	o	o	o	o	
pengadvb	Penguin Adventure	lr-fbneo	o	o	o	o	o	
pengo	Pengo (Popcorn Music)	lr-fbneo	o	o	o	o	o	
pengo2	Pengo	lr-fbneo	o	o	o	o	o	
pepper2	Pepper II	lr-mame2016	o	o	o	o	o	
percuss	Percussor, The	lr-fbneo	o	o	o	o	o	
perestro	[Adult] Perestroika Girls	lr-mame	o	o	o	o	o	
perfrman	Performan	lr-fbneo	o	o	o	o	o	
pestplce	Pest Place	lr-fbneo	o	o	o	o	o	
peterpak	Peter Pack-Rat	lr-mame2016	o	o	o	o	o	
pgalvip	[Adult] Pocket Gals V.I.P.	lr-fbneo	o	o	o	o	o	
pgemeni	[Homebrew] P-GeMeni	lr-fbneo	o	o	o	o	o	PGM
pgoal	Pleasure Goal	lr-fbneo	o	o	o	o	o	NEO-GEO
phantom2	Phantom II	lr-mame2016	o	o	o	o	o	Download/install samples
phelios	Phelios	lr-fbneo	o	o	o	o	o	
phklad	Klad (Russia)	lr-mame2016	o	o	o	o	o	
phoenix	Phoenix	lr-fbneo	o	o	o	o	o	Clone: (griffon) (nextfase) (vautour) Works with any EMU
photoy2k	Photo Y2K	lr-fbneo	o	o	o	o	o	PGM Polygame Master IGS
phozon	Phozon	lr-fbneo	o	o	o	o	o	
phpython	Python	lr-mame2016	o	o	o	o	o	
phrcraze	Phraze Craze	lr-mame2016	o	o	o	o	o	Might want to add mapping to left/right stick instead of solely using buttons for navigation
phtetris	Tetris (Photon)	lr-mame2016	o	o	o	o	o	
pickin	Pickin'	lr-fbneo	o	o	o	o	o	
pignewt	Pig Newton	lr-mame2016	o	o	o	o	o	
pigout	Pig Out	lr-mame2016	o	o	o	o	o	
pigskin	Pigskin	lr-mame2016	o	o	o	o	o	
pinbo	Pinbo	lr-fbneo	o	o	o	o	o	
pingpong	Konami's Ping-Pong	lr-fbneo	o	o	o	o	o	
pinkswts	Pink Sweets: Ibara Sorekara	lr-mame2016		-	o	o	o	Cave Shooter. MAME 2016 for best performance
pipedrm	Pipe Dream	lr-fbneo	o	o	o	o	o	
pipeline	Pipe Line	lr-mame2016	o	o	o	x	o	No audio with any emulator
pipibibs	[Adult] Pipi and Bibis	lr-fbneo	o	o	o	o	o	Clone: (whoopee)
piranha	Pac-Man (Bootleg: Piranha)	lr-fbneo	o	o	o	o	o	Major hack of Pac-Man
pirates	Pirates	lr-fbneo	o	o	o	o	o	
piratetr	Pirate Treasure	lr-mame2016	o	o	o	o	o	Reskin of Leprechan
piratpet	Pirate Pete	lr-fbneo	o	o	o	o	o	Reskin of Jungle Hunt/ King
pisces	Pisces	lr-fbneo	o	o	o	o	o	Clone: (omni)
pistoldm	Pistol Daimyo No Bouken	lr-fbneo	o	o	o	o	o	
pitapat	Pitapat Puzzle	lr-fbneo	o	o	o	o	o	
pitboss2	Pit Boss II	lr-mame	o	o	o	o	kb	Use keyboard, or remap controls to joy buttons
pitbossm	Pit Boss Megastar	lr-mame	x	o	o	o	kb	Need newest MAME to see black cards in Run 21.
pitfall2	Pitfall II	lr-fbneo	o	o	o	o	o	
pitfight	Pit-Fighter	lr-fbneo	o	o	o	o	o	
pitnrun	Pit & Run	lr-fbneo	o	o	o	o	o	
pkgnsh	[Adult] Pachinko Gindama Shoubu	lr-mame	o	o	o	o	o	
pkgnshdx	[Adult] Pachinko Gindama Shoubu Deluxe	lr-mame	o	o	o	o	o	
pkladies	[Adult] Poker Ladies	lr-mame	o	o	o	o	kb	lr-fbneo, can't select cards to hold.
pkscram	PK Scramble	lr-fbneo	o	o	o	o	o	
pktet346	PK Tetris	lr-mame2016	o	o	o	o	-	Not sure how to control
pktgaldx	[Adult] Pocket Gal Deluxe	lr-fbneo	o	o	o	o	o	
pkunwar	Penguin-Kun Wars	lr-fbneo	o	o	o	o	o	
playball	[Proto] Playball!	lr-mame2016	o	o	o	o	o	
plegends	Gogetsuji Legends	lr-fbneo	o	o	o	o	o	Unexpectedly cool fighter from Atlus!
pleiads	Pleiads	lr-fbneo	o	o	x	o	o	Inaccurate colors on all emulators. Initial aliens should be magenta with yellow eyes
pleiadss	Pleiads (Spanish)	lr-fbneo	o	o	x	o	o	Colors closer to accurate than (pleiads). Still not perfect
plgirls	[Adult] Play Girls	lr-fbneo	o	o	o	o	o	
plgirls2	[Adult] Play Girls 2	lr-fbneo	o	o	o	o	o	
plotting	Plotting	lr-fbneo	o	o	o	o	o	Clone: (flipull)
plsmaswd	Plasma Sword	lr-mame2010	!	x	o	o	o	Best with 2010 on Pi 4B, but still lags to the low 50's
plumppop	Plump Pop	lr-fbneo	o	o	o	o	o	
plusalph	Plus Alpha	lr-fbneo	o	o	o	o	o	
pnickj	Pnickies	lr-fbneo	o	o	o	o	o	
pnyaa	Pochi and Nyaa	lr-fbneo	o	o	o	o	o	NEO-GEO
pocketrc	Pocket Racer	lr-mame2010	!	o	o	o	-	Sega Titan. Steering might need to be tuned (if possible with 2010)
poitto	Poitto!	lr-fbneo	o	o	o	o	o	
pokechmp	[Adult] Poke Champ	lr-mame	o	o	o	o	o	
poknight	[Homebrew] Poker Night	lr-fbneo	o	o	o	o	o	NEO-GEO
pokonyan	Pokonyan! Balloon	lr-fbneo	o	o	o	o	o	
polaris	Polaris	lr-mame2010	o	o	o	o	o	
polepos	Pole Position (Namco)	lr-mame2016	o	o	o	-	o	Audio burnout sound is wrong
polepos2	Pole Position II (Namco)	lr-mame2016	o	o	o	-	o	Audio burnout sound is wrong
poleps2a	Pole Position II (Atari)	lr-mame2016	o	o	o	-	o	Audio burnout sound is wrong
policetr	Police Trainer	lr-mame	o	o	o	o	lg	
pollux	Pollux	lr-fbneo	o	o	o	o	o	
polposa1	Pole Position (Atari)	lr-mame2016	o	o	o	-	o	Audio burnout sound is wrong
polyplay	Poly-Play (German)	lr-mame2016	o	o	o	o	o	A bunch of german spectrum games
pong	Pong	lr-mame	!	x	o	x	sp	Move left/right on analog stick or use mouse/tb/spinner. Audible popping sound
ponpoko	Ponpoko	lr-fbneo	o	o	o	o	o	Clone: Candory (candory)
poolshrk	Poolshark	lr-mame2016	o	o	o	o	?	Just plow into stuff?  ;-)
poosho	Poosho Poosho	lr-fbneo	o	o	o	o	o	
pooyan	Pooyan	lr-fbneo	o	o	o	o	o	Clone: (pootan)
popbingo	[Adult] Pop Bingo	lr-fbneo	o	o	o	o	o	
popbounc	Pop'n Bounce	lr-fbneo	o	o	o	o	o	NEO-GEO
popeye	Popeye	lr-fbneo	o	o	o	o	o	
popflame	Pop Flamer	lr-fbneo	o	o	o	o	o	
popn2	Pop'N Music 2	lr-mame2016	x	o	o	o	!	:LONG initialization; Need to set better controls. Need 9 buttons
popnpop	Pop'N Pop	lr-fbneo	o	o	o	o	o	
popper	Popper	lr-fbneo	o	o	o	o	o	
popspops	Pop's Pop's	lr-fbneo	o	o	o	o	o	
porky	Porky	lr-fbneo	o	o	o	o	o	
portrait	Portraits	lr-mame2016	o	o	x	o	o	Colors are wrong
potopoto	Poto Poto	lr-mame2016	o	o	o	o	o	
poundfor	Pound for Pound	lr-fbneo	o	o	o	o	o	
pow	P.O.W. - Prisoners of War	lr-fbneo	o	o	o	o	o	
powerbal	Power Balls	lr-mame2016	o	o	o	o	o	
powerdrv	Power Drive	lr-fbneo	o	o	o	o	o	
powerins	Power Instinct Matrimelee	lr-fbneo	o	o	o	o	o	NEO-GEO
powrplay	Power Play	lr-mame2016	o	o	o	o	o	
ppcar	[Adult] Pang Pang Car	lr-mame2016	o	o	o	o	o	
ppmast93	Ping Pong Masters '93	lr-fbneo	o	o	o	o	o	
pprobe	Planet Probe	lr-fbneo	o	o	o	o	o	
prehisle	Prehistoric Isle	lr-fbneo	o	o	o	o	o	Clone: (gensitou)
preisle2	Prehistoric Isle 2	lr-fbneo	o	o	o	o	o	NEO-GEO
prikura	Princess Clara Daisakusen	advmame	x	o	o	o	o	Sega Titan.
primglex	Prime Goal EX	lr-mame2010	!	o	o	o	o	Sega Titan. Only 2010 can handle this one.
primrage	Primal Rage	lr-mame	!	o	o	o	o	Runs amazing with lr-mame. Go figure.
prmrsocr	Premier Soccer	lr-mame2016	o	o	o	o	o	
profpac	Professor Pac-Man	lr-mame2016	o	o	o	o	o	X="A", O="B", Square="C"
progear	Progear	lr-fbneo	o	o	o	o	o	GREAT game. Awesome intro ahead of its time
progolf	18 Holes Pro Golf	lr-fbneo	o	o	o	o	o	
progress	Progress	lr-fbneo	o	o	o	o	o	
promutrv	Progressive Music Trivia	lr-fbneo	o	o	o	o	o	
propcycl	Prop Cycle	lr-mame2003-Plus	x	x	o	x	o	Only lr-mame2003* has playable framerate (~43-50 FPS). Newer emulators will have audio, but are too slow to play.
prosoccr	Pro Soccer	lr-mame2016	o	o	o	o	o	
prosport	Pro Sports	lr-mame2016	o	o	o	x	o	Non-cassette version of Pro Bowling, Tennis & Golf; Occasionally see a bowling pin stuck on the screen
prtytime	[Adult] Party Time	lr-fbneo	o	o	o	o	o	Clone: (gangonta)
psailor1	[Adult] Bishoujo Janshi Pretty Sailor 18-Kin	lr-mame	o	o	o	o	kb	
psailor2	[Adult] Bishoujo Janshi Pretty Sailor 2	lr-mame	o	o	o	o	kb	
pspikes	Power Spikes	lr-fbneo	o	o	o	o	o	NEO-GEO. Clone (svolly91)
pspikes2	Power Spikes II	lr-fbneo	o	o	o	o	o	NEO-GEO
pspikesu	Power Spikes (US)	lr-fbneo	o	o	o	o	o	
psurge	Power Surge	lr-fbneo	o	o	o	o	o	
psychic5	Psychic 5	lr-fbneo	o	o	o	o	o	
psychos	Psycho Soldier	lr-fbneo	o	o	o	o	o	
psyforce	Psychic Force	lr-mame2016	!	o	o	o	o	Maiden launch will require a restart of the emulator.
ptblank	Point Blank	lr-mame2010	x	o	o	o	o	2003 ROM is full speed, but no audio. 2010 ROM has audio, but slow on 3B+
ptblank2	Point Blank 2	lr-mame2010	!	o	o	o	o	
ptrmj	PT Reach Mahjong	lr-mame		o	o	o	o	Download/install samples
pturn	Parallel Turn	lr-fbneo	o	o	o	o	o	
puchicar	Puchi Carat	lr-fbneo	o	o	o	o	o	
puckman	Puckman	lr-fbneo	o	o	o	o	o	
puckmod	Puckman (Harder)	lr-fbneo	o	o	o	o	o	
puckpkmn	Puckman Pockimon	lr-mame2016	o	o	o	o	o	So bad...  Uses Ms. Pac-Man samples for game audio.
pulirula	Pulirula	lr-fbneo	o	o	o	o	o	Bizarre
pulsar	Pulsar	lr-mame	o	o	o	o	o	Download/install samples
pulstar	Pulstar	lr-fbneo	o	o	o	o	o	NEO-GEO
punchout	Punch-Out!!	lr-fbneo	o	o	o	o	o	Clone (punchita)
punisher	Punisher, The	lr-fbneo	o	o	o	o	o	Clone (punipic)
punkshot	Punk Shot	lr-fbneo	o	o	o	o	o	
pururun	Pururun	lr-fbneo	o	o	o	o	o	
pushman	Pushman (Korea)	lr-fbneo	o	o	o	o	o	
puyo	Puyo Puyo	lr-mame2016	o	o	o	o	o	Original ROM name: (puyopuyo)
puyopuy2	Puyo Puyo 2	lr-mame2016	o	o	o	o	o	
puyosun	Puyo Puyo Sun	advmame	x	o	o	o	o	Sega Titan: Go 3X magnification
puzlclub	[Proto] Puzzle Club	lr-fbneo	o	o	o	o	o	
puzlstar	Puzzle Star	lr-fbneo	o	o	o	o	o	PGM
puzzldpr	Puzzle de Pon! R	lr-fbneo	o	o	o	o	o	NEO-GEO
puzzledp	Puzzle de Pon!	lr-fbneo	o	o	o	o	o	NEO-GEO
puzzlekg	Puzzle King (Dance & Puzzle)	lr-fbneo	!	x	o	o	o	35-40FPS on 4B
puzzli	Puzzli	lr-fbneo	o	o	o	o	o	
puzzli2	Puzzli 2	lr-fbneo	o	o	o	o	o	
puzzloop	Puzz Loop	lr-fbneo	o	o	o	o	o	
puzzlove	Puzzlove	lr-fbneo	o	o	o	o	o	
puzznic	[Adult] Puzznic	lr-fbneo	o	o	o	o	o	
puzznicu	Puzznic	lr-fbneo	o	o	o	o	o	
pwrgoal	Taito Power Goal	lr-fbneo	o	o	o	o	o	Clone: (hthero95)
pwrinst2	Power Instinct 2	lr-fbneo	o	o	o	o	o	
py2k2	[Adult] Photo Y2K 2	lr-fbneo	o	o	o	o	o	PGM Polygame Master IGS
pzlbowl	Puzzle de Bowling	lr-fbneo	o	o	o	o	o	
pzlbreak	Puzzle Break	lr-fbneo	o	o	o	o	o	
pzletime	[Adult] Puzzle Time	lr-mame	o	o	o	o	o	
pzloop2	Puzz Loop 2	lr-fbneo	o	o	o	o	o	
qad	Quiz & Dragons	lr-fbneo	o	o	o	o	o	Clone: (qadjr)
qb3	[Proto] QB-3	lr-mame2015	o	o	o	o	o	lr-mame2015 is needed due to lr-mame2016 and lr-mame right analog issues.
qbert	Q*Bert	lr-fbneo	o	o	o	o	o	Download/install samples
qbertqub	Q*Bert's Qubes	lr-fbneo	o	o	o	o	o	
qcrayon	[Quiz] Quiz Crayon Shinchan	lr-fbneo	o	o	o	o	o	
qcrayon2	Crayon Shin-Chan	lr-fbneo	o	o	o	o	o	Japanese, but can figure out most mini-games
qgakumon	[Quiz ]Quiz Gakumon no Susume	lr-fbneo	o	o	o	o	o	
qgh	[Quiz] Quiz Ghost Hunter	lr-fbneo	o	o	o	o	o	
qix	Qix	lr-fbneo	o	o	o	o	o	Perfect
qix2	Qix 2 Tournament	lr-fbneo	o	o	o	o	o	
qjinsei	[Quiz] Quiz Jinsei Gekijoh	lr-fbneo	o	o	o	o	o	
qndream	[Quiz] Quiz Nanairo Dreams	lr-fbneo	o	o	o	o	o	
qrouka	[Quiz] Quiz Rouka Ni Tattenasai	lr-fbneo	o	o	o	o	o	
qsangoku	[Quiz] Quiz Sangokushi	lr-fbneo	o	o	o	o	o	
qsww	[Quiz] Quiz Syukudai wo Wasuremashita	lr-fbneo	o	o	o	o	o	
qtheater	[Quiz] Quiz Theater: 3tsu no Monogatari	lr-fbneo	o	o	o	o	o	
qtono1	[Quiz] Quiz Tonosama no Yobou	lr-fbneo	o	o	o	o	o	
qtono2j	[Quiz] Quiz Tonosama no Yobou 2	lr-fbneo	o	o	o	o	o	
qtorimon	[Quiz] Quiz Torimonochou	lr-fbneo	o	o	o	o	o	
quantum	Quantum	lr-mame	o	o	o	o	tb	
quarterb	Quarterback	lr-mame2016	o	o	o	o	o	Same as All American Football and the branded one...
quartet	Quartet	lr-fbneo	o	o	o	o	o	
quartet2	Quartet 2	lr-fbneo	o	o	o	o	o	
quasar	Quasar	lr-mame2016	o	o	o	o	o	
quester	Quester	lr-fbneo	o	o	o	o	o	
quiz18k	[Quiz] Miyasu Nonki no Quiz 18-Kin	lr-fbneo	o	o	o	o	o	
quizdai2	[Quiz] Quiz Meitantei Neo & Geo	lr-fbneo	o	o	o	o	o	NEO-GEO
quizdais	Quiz Daisousa Sen: The Last Countdown	lr-fbneo	o	o	o	o	o	NEO-GEO
quizdaisk	[Quiz] Quiz Daisousa Sen: The Last Countdown (Korea)	lr-fbneo	o	o	o	o	o	
quizf1	[Quiz] Quiz F1 1-2 Finish	lr-fbneo	o	o	o	o	o	
quizhq	[Quiz] Quiz H.Q.	lr-fbneo	o	o	o	o	o	
quizhuhu	[Quiz] Moriguchi Hiroko no Quiz de Hyuu! Hyuu!	lr-fbneo	o	o	o	o	o	
quizkof	[Quiz] Quiz King of Fighters	lr-fbneo	o	o	o	o	o	NEO-GEO
quizkofk	[Quiz] Quiz King of Fighters (Korean)	lr-fbneo	o	o	o	o	o	
quizmeku	[Quiz] Quiz Mekurumeku Story	lr-fbneo	o	o	o	o	o	
quizo	[Quiz] Quiz Olympic	lr-fbneo	o	o	o	o	o	
qwak	[Proto] Qwak	lr-mame2016	o	o	o	o	o	
qzchikyu	[Quiz] Quiz Chikyu Bouei Gun	lr-fbneo	o	o	o	o	o	
qzkklgy2	[Quiz] Quiz Kokology 2	lr-fbneo	o	o	o	o	o	
qzkklogy	[Quiz] Quiz Kokology	lr-fbneo	o	o	o	o	o	
qzquest	[Quiz] Quiz Quest	lr-fbneo	o	o	o	o	o	
qzshowby	[Quiz] Quiz Sekai wa SHOW by Shobai	lr-fbneo	o	o	o	o	o	
r2dtank	R2D Tank	lr-mame2016	o	o	o	o	o	
rabbit	Rabbit	lr-fbneo	o	o	o	o	o	
raccoon	Raccoon World	lr-fbneo	?	x	o	o	o	Eolith. 42fps on Pi4B
racedriv	Race Drivin'	advmame	!	o	o	o	o	
rachero	Racing Hero	lr-fbneo	o	o	o	o	o	Set analog speed to 100% or throttle won't work
racingb	Racing Beat	lr-fbneo	o	o	o	o	o	
rackemup	Rack 'Em Up	lr-fbneo	o	o	o	o	o	Clone: (thehustl)
racknrol	Rack & Roll	lr-fbneo	o	o	o	o	o	Clone: (hexpool)
radarscp	Radar Scope	lr-fbneo	o	o	o	o	o	
radarzon	Radar Zone	lr-mame2016	o	o	o	o	o	
radikalb	Radikal Bikers	lr-mame2016	!	!	o	o	o	Too slow for all current emulators (about 30 FPS during gameplay on 2016)
radm	Rad Mobile	lr-mame2016	o	o	o	o	o	
radr	Rad Rally	lr-mame2016	x	o	o	o	o	
radrad	Radical Radial	lr-fbneo	o	o	o	o	o	
raflesia	Rafflesia	lr-fbneo	o	o	o	o	o	
ragnagrd	Ragnagard	lr-fbneo	o	o	o	o	o	NEO-GEO
ragtime	Great Ragtime Show, The	lr-fbneo	o	o	o	o	o	Clone (boogwing)
raiden	Raiden	lr-mame	o	o	o	o	o	lr-fbneo has a single frame issue with ground objects (eg. craters, collectables)
raiden2	Raiden II	lr-fbneo	?	o	o	o	o	
raidendx	Raiden DX	lr-fbneo	o	o	o	o	o	
raiders	Raiders	lr-mame2016	o	o	o	o	o	
raiders5	Raiders5	lr-fbneo	o	o	o	o	o	
raimais	Raimais	lr-fbneo	o	o	o	o	o	
rallybik	Rally Bike	lr-fbneo	o	o	o	o	o	
rallyx	Rally X	lr-fbneo	o	o	o	o	o	Clone: (dngrtrck) Download/install samples
rambo3	Rambo III	lr-fbneo	o	o	o	o	o	
rampage	Rampage	lr-fbneo	o	o	o	o	o	
rampart	Rampart	lr-mame2016	o	o	o	o	tb	
rampart2p	Rampart (Joystick/2P)	lr-mame2016	o	o	o	o	o	Original ROM name: (ramprt2p)
raphero	Rapid Hero	lr-fbneo	o	o	o	o	o	
rapidfir	Rapid Fire	lr-mame2016	x	o	o	o	lg	
rastan	Rastan	lr-fbneo	o	o	o	o	o	Clone: (rastsaga)
razmataz	Razzmatazz	lr-mame2016	o	o	o	o	sp	"Carnival"-like game
rbff1	Real Bout Fatal Fury	lr-fbneo	o	o	o	o	o	NEO-GEO
rbff2	Real Bout Fatal Fury 2	lr-fbneo	o	o	o	o	o	NEO-GEO
rbffspec	Real Bout Fatal Fury Special	lr-fbneo	o	o	o	o	o	NEO-GEO
rbibb	Vs. Atari R.B.I. Baseball	lr-mame	o	o	o	o	o	
rbisland	Rainbow Islands	lr-fbneo	o	o	o	o	o	Clone: (jumping); Original ROM name: (rainbow)
rbislande	Rainbow Islands (Extra)	lr-fbneo	o	o	o	o	o	Original ROM name: (rainbowe)
rbtapper	Tapper (Root Beer)	lr-fbneo	o	o	o	o	o	
rchase	Rail Chase	lr-fbneo	o	o	o	o	lg	
rdaction	Rad Action	lr-fbneo	o	o	o	o	o	
rdft	Raiden Fighters	lr-mame2016	o	o	o	o	o	One-time only initial LONG LONG upgrade countdown! After flipping DIP switch and restarting, game runs flawlessly
rdft2	Raiden Fighters 2	lr-mame2016	?	o	o	o	o	One-time only initial LONG LONG upgrade countdown! After flipping DIP switch and restarting, game runs flawlessly
reactor	Reactor	lr-mame2016	o	o	o	o	tb	Requires bios: (votrax) for newer MAME emus
reaktor	Reaktor	lr-fbneo	o	o	o	o	o	
realbrk	[Adult] Billiard Academy Real Break	lr-mame	o	o	o	o	o	
recalh	[Proto] Recalhorn	lr-fbneo	o	o	o	o	o	
recordbr	Recordbreaker	lr-fbneo	o	o	o	o	o	Clone: Go for the Gold (gogold)
redalert	Red Alert	lr-mame2016	o	o	o	-	o	Some missing audio, but colors are accurate
redbaron	Red Baron	lr-mame	o	o	o	o	o	Using advmame for best controls and sharper vector lines. Use with Final Burn Neo or controls will not work properly.
redclash	Red Clash	lr-mame	o	o	o	x	o	No audio
redearth	Red Earth	lr-fbneo	o	o	o	o	o	Clone: (warzard)
redlin2p	RedLine Racer	lr-mame2016	o	o	o	o	o	So stupidly hard
redrobin	Red Robin	lr-fbneo	o	o	o	o	o	
redufo	Defend the Terra Attack on the Red UFO	lr-fbneo	o	o	o	o	o	Clone: (exodus) One of the worst names ever
reelfun	Reel-Fun	lr-mame2016	o	o	o	o	kb	Use keyboard, or remap keys
regulus	Regulus	lr-fbneo	o	o	o	o	o	
reikaids	Chinese Exorcist	lr-mame2003-Plus	o	o	o	o	o	Parent (lastapos); Runs best with lr-mame2003 series
relief	Relief Pitcher	lr-fbneo	o	o	o	o	o	
renegade	Renegade	lr-fbneo	o	o	o	o	o	Clone: (kuniokun)
renju	Renju Kizoku	lr-mame2016	o	o	o	o	o	5 in a row...
repulse	Repulse	lr-fbneo	o	o	o	o	o	Clone: (sonofphx) and Last War 99
rescraid	Rescue Raider	lr-mame2015	o	o	o	o	o	Bally/Sente; Cannot use lr-mame or lr-mame2016 due to r-stick issues.
rescue	Rescue	lr-fbneo	o	o	o	o	o	AKA "Bootlog Apocoljpse Now"
retofinv	Return of the Invaders	lr-fbneo	o	o	o	o	o	
revngr84	Revenger 84	lr-fbneo	o	o	o	o	o	Clone: (revenger)
revx	Revolution X	lr-fbneo	o	o	o	o	lg	Aerosmith. Maiden launch, you MUST have 3 controllers available for Gun Calibration, or cannot advance.
rezon	Rezon	lr-fbneo	o	o	o	o	o	
rfjetu	Raiden Fighters Jet	lr-mame2016	?	o	o	o	o	One-time only initial LONG LONG upgrade countdown! After flipping DIP switch and restarting, game runs flawlessly
ribbit	Ribbit!	lr-mame2016	o	o	o	o	o	
ridhero	Riding Hero	lr-fbneo	o	o	o	o	o	NEO-GEO
ridingf	Riding Fight	lr-fbneo	o	o	o	o	o	
ridleofp	Riddle of the Pythagoras	lr-fbneo	o	o	o	o	sp	
rimrockn	Rim Rockin' Basketball	lr-mame2016	o	o	o	o	o	
ringdest	Ring of Destruction: Slammasters II	lr-fbneo	o	o	o	o	o	Clone: (smbomb)
ringking	Ring King	lr-fbneo	o	o	o	o	o	
ringrage	Ring Rage	lr-fbneo	o	o	o	o	o	"Wait More Morment".  Lol!
riot	Riot	lr-fbneo	o	o	o	o	o	
riotcity	Riot City	lr-fbneo	o	o	o	o	o	
ripcord	Rip Cord	lr-mame2016	o	o	o	o	o	Download/install samples
ripoff	Rip Off	lr-mame	o	o	o	o	o	Download/install samples
ripribit	[Ticket] Ripper Ribbit	lr-mame	o	o	o	o	o	
riskchal	Risky Challenge	lr-fbneo	o	o	o	o	o	Clone (gussun)
rjammer	Roller Jammer	lr-fbneo	o	o	o	o	o	
rmpgwt	Rampage: World Tour	lr-fbneo	o	o	o	o	o	
roadblst	RoadBlasters	lr-mame2016	o	o	o	o	o	Oddly, well tuned digital controls work better on a gamepad.
roadf	Road Fighter	lr-fbneo	o	o	o	o	o	
roadriot	Road Riot 4WD	lr-mame	x	o	o	o	o	
roadrunn	Road Runner	lr-mame	o	o	o	o	tb	Arcade joystick was analog. Trackball preferred, although I believe arcade was an analog joystick
robby	Robby Roto	lr-mame2016	o	o	o	o	o	
roboarmy	Robo Army	lr-fbneo	o	o	o	o	o	NEO-GEO
robocop	RoboCop	lr-fbneo	o	o	o	o	o	
robocop2	RoboCop 2	lr-fbneo	o	o	o	o	o	
robokid	Atomic Robo-Kid	lr-fbneo	o	o	o	o	o	
robotbwl	Robot Bowl	lr-mame2016	o	o	o	x	o	No existing samples (see here)
robotron	Robotron: 2084	lr-fbneo	o	o	o	o	o	Perfection
robowres	Robo Wres 2001	lr-fbneo	o	o	o	o	o	Odd controls, but they are correct
rockclim	Rock Climber	lr-fbneo	o	o	o	o	o	Crazy Climber controls.. Moon Cresta SFX
rockduck	Rock Duck	lr-fbneo	o	o	o	o	o	
rockn	Rock'N Tread	lr-fbneo	o	o	o	o	o	
rockn2	Rock'N Tread 2	lr-fbneo	o	o	o	o	o	
rockn3	Rock'N 3	lr-fbneo	o	o	o	o	o	
rockn4	Rock'N 4 (Japan, Proto)	lr-fbneo	o	o	o	o	o	
rockrage	Rock'N Rage	lr-fbneo	o	o	o	o	o	
rocktris	[Adult] Rock Tris	lr-fbneo	o	o	o	o	o	
rocktrv2	MTV Rock-N-Roll Trivia Part 2	lr-fbneo	o	o	o	o	o	
rocnms	Rock'N Megasession	lr-mame2016	o	o	o	o	o	MAME Tab to Video Options. Select "Rockn Megasession Custom" for dual monitor! Recommend framing in squared vertical overlay to force correct aspect ratio (consider Orions Angel Namco Exceleena II realistic bezel)
rocnrope	Roc'N Rope	lr-fbneo	o	o	o	o	o	Clone: (ropeman)
rodland	Rod-Land	lr-fbneo	o	o	o	o	o	Clone: (rittam)
rohga	Rohga Armor Force	lr-fbneo	o	o	o	o	o	Clone: (wolffang)
roishtar	Return of Ishtar, The	lr-fbneo	o	o	o	o	o	
rolcrush	Rolling Crush	lr-fbneo	o	o	o	o	o	
roldfrog	[Adult] Return of Lady Frog, The	lr-mame	o	o	o	o	o	
rollace	Roller Aces	lr-fbneo	o	o	o	o	o	Parent (fightroll)
rollace	Roller Aces (Fighting Roller)	lr-fbneo	o	o	o	o	o	Clone: (rollace/rollace2) Parent: (fightrol). Fighting Roller is parent and Japanese version. Using clone from Williams/English.
rollerg	Rollergames	lr-fbneo	o	o	o	o	o	
rollingc	Rolling Crash	lr-mame2016	o	o	o	o	o	
rompers	Rompers	lr-fbneo	o	o	o	o	o	
rongrong	[Adult] Puzzle Game Rong Rong	lr-mame	o	o	o	o	o	
rotaryf	Rotary Fighter	lr-mame2016	o	o	o	o	o	
rotd	Rage of the Dragons	lr-fbneo	o	o	o	o	o	NEO-GEO
roughrac	Rough Racer	lr-fbneo	o	o	o	o	o	SEGA System 24 (runs best on advmame)
rougien	Rougien	lr-mame2016	o	o	o	o	o	
roundup	Round-Up	lr-fbneo	o	o	o	o	o	Clone: (fitter) (ttfitter)
roundup5	Round Up 5	lr-mame	o	o	o	o	o	lr-mame is the only version with correct culling of world.
route16	Route 16	lr-fbneo	o	o	o	o	o	
rpatrol	River Patrol	lr-fbneo	o	o	o	o	o	
rpunch	Rabbit Punch	lr-fbneo	o	o	o	o	o	Parent: (rabiolep). Merged parent files into rpunch romset, then removed parent
rrreveng	[Proto] Road Riot's Revenge	lr-mame	x	o	o	o	o	
rsgun	Radiant Silvergun	advmame	x	o	o	o	o	SEGA Titan. Excellent Shooter by Treasure. Set Magnification 3
rshark	R-Shark	lr-fbneo	o	o	o	o	o	MAME reports inaccurate video, but looks good
rthun2	Rolling Thunder 2	lr-fbneo	o	o	o	o	o	
rthunder	Rolling Thunder	lr-fbneo	o	o	o	o	o	
rtype	R-Type	lr-fbneo	o	o	o	o	o	
rtype2	R-Type II	lr-fbneo	o	o	o	o	o	
